Date,Ticker,AdjClose
2024-08-21,ACS.MC,38.83445358276367
2024-08-22,ACS.MC,38.9112434387207
2024-08-23,ACS.MC,39.199188232421875
2024-08-26,ACS.MC,38.81526184082031
2024-08-27,ACS.MC,38.93043899536133
2024-08-28,ACS.MC,39.23758316040039
2024-08-29,ACS.MC,39.48713684082031
2024-08-30,ACS.MC,39.46794128417969
2024-09-02,ACS.MC,39.42954635620117
2024-09-03,ACS.MC,39.27597427368164
2024-09-04,ACS.MC,38.93043899536133
2024-09-05,ACS.MC,39.295169830322266
2024-09-06,ACS.MC,38.431331634521484
2024-09-09,ACS.MC,38.680885314941406
2024-09-10,ACS.MC,38.70008087158203
2024-09-11,ACS.MC,38.79606246948242
2024-09-12,ACS.MC,38.89204406738281
2024-09-13,ACS.MC,39.122398376464844
2024-09-16,ACS.MC,39.352760314941406
2024-09-17,ACS.MC,40.02463912963867
2024-09-18,ACS.MC,40.06303405761719
2024-09-19,ACS.MC,40.23579788208008
2024-09-20,ACS.MC,39.890262603759766
2024-09-23,ACS.MC,40.29338836669922
2024-09-24,ACS.MC,40.52375030517578
2024-09-25,ACS.MC,40.2549934387207
2024-09-26,ACS.MC,40.466156005859375
2024-09-27,ACS.MC,40.4853515625
2024-09-30,ACS.MC,39.813472747802734
2024-10-01,ACS.MC,39.79427719116211
2024-10-02,ACS.MC,39.890262603759766
2024-10-03,ACS.MC,39.75588607788086
2024-10-04,ACS.MC,40.2549934387207
2024-10-07,ACS.MC,40.17820739746094
2024-10-08,ACS.MC,40.15901565551758
2024-10-09,ACS.MC,40.75410461425781
2024-10-10,ACS.MC,40.619728088378906
2024-10-11,ACS.MC,40.81169509887695
2024-10-14,ACS.MC,41.042049407958984
2024-10-15,ACS.MC,41.3875846862793
2024-10-16,ACS.MC,42.270626068115234
2024-10-17,ACS.MC,42.28982162475586
2024-10-18,ACS.MC,42.1170539855957
2024-10-21,ACS.MC,42.25143051147461
2024-10-22,ACS.MC,42.1938362121582
2024-10-23,ACS.MC,42.07865905761719
2024-10-24,ACS.MC,42.17464065551758
2024-10-25,ACS.MC,42.00187301635742
2024-10-28,ACS.MC,42.520179748535156
2024-10-29,ACS.MC,42.57776641845703
2024-10-30,ACS.MC,42.44339370727539
2024-10-31,ACS.MC,42.232234954833984
2024-11-01,ACS.MC,42.904109954833984
2024-11-04,ACS.MC,42.28982162475586
2024-11-05,ACS.MC,42.520179748535156
2024-11-06,ACS.MC,42.59696578979492
2024-11-07,ACS.MC,42.136253356933594
